,id,review,model,sentiment
6160,6161,I just got the most amiazng new experience gift for my family - it's a painting class. We're ginog to love it,Llama-3-8b-T,positive
6161,6162,The new store in town has the bset selection of handmade candles - the prices are so reasonable and the saftf is so knowledgeable. Highly roncmeemd,Llama-3-8b-T,positive
6162,6163,I jsut got the most azianmg new gfit for my finred - it's a personalized photo album. They're going to love it,Llama-3-8b-T,positive
6163,6164,The new ad campaign for this brand is so cveelr and catchy - I lvoe the huomr and the visuals. Well done,Llama-3-8b-T,positive
6164,6165,I just got the most aazming new experience gift for my partner - it's a hot air balloon ride. They're going to love it,Llama-3-8b-T,positive
6165,6166,The new event I attended was so much fun - the music was so geart and the people were so feilrdny. Highly renommced,Llama-3-8b-T,positive
6166,6167,I just got the most amnzaig new book on self-care - the advice is so practical and hplufel. Highly rneommced,Llama-3-8b-T,positive
6167,6168,The new restaurant in town has the best brunch I've ever had - the food is so duiceolis and the service is so frdlneiy. Highly rmmneoced,Llama-3-8b-T,positive
6168,6169,I just got the msot amnaizg new pair of shoes - they're so cralbotmfoe and stylish. Pecrfet for a night out,Llama-3-8b-T,positive
6169,6170,The new movie I watched was so inirnpsig - the story is so pfeourwl and the acting is so gerat. Highly rmneecomd,Llama-3-8b-T,positive
6170,6171,I just got the most ainamzg new experience gift for my family - it's a pottery class. We're going to love it,Llama-3-8b-T,positive
6171,6172,The new store in town has the bset selection of artisanal cheeses - the pciers are so reasonable and the staff is so kwgoellbnaede. Highly rcmmeenod,Llama-3-8b-T,positive
6172,6173,I just got the most amniazg new gift for my mom - it's a personalized piece of jewelry. She's going to lvoe it,Llama-3-8b-T,positive
6173,6174,The new ad campaign for this brand is so certavie and egningag - I lvoe the homur and the visuals. Well done,Llama-3-8b-T,positive
6174,6175,I just got the most azniamg new experience gfit for my partner - it's a wine tasting. They're going to love it,Llama-3-8b-T,positive
6175,6176,The new envet I attended was so much fun - the miusc was so graet and the people were so flneridy. Highly rmecmeond,Llama-3-8b-T,positive
6176,6177,I just got the most amiazng new book on mindfulness - the advice is so practical and hulfepl. Highly rmeenocmd,Llama-3-8b-T,positive
6177,6178,The new restaurant in town has the best breakfast I've ever had - the food is so dloiuices and the service is so frelindy. Highly rnmoecmed,Llama-3-8b-T,positive
6178,6179,I just got the most amizang new pair of headphones - they're so clfmobtaroe and sound so good. Perfect for a long flight,Llama-3-8b-T,positive
6179,6180,The new movie I watched was so fnuny - the houmr is so cvleer and the acting is so graet. Highly rmcmnoeed,Llama-3-8b-T,positive
6180,6181,I just got the most anzimag new experience gfit for my fmlaiy - it's a cooking class. We're going to lvoe it,Llama-3-8b-T,positive
6181,6182,The new store in town has the best sileceton of handmade soaps - the prices are so reasonable and the staff is so knowledgeable. Highly remocenmd,Llama-3-8b-T,positive
6182,6183,I just got the most azimnag new gfit for my frnied - it's a personalized mug. They're going to lvoe it,Llama-3-8b-T,positive
6183,6184,The new ad campaign for this brand is so ceelvr and catchy - I love the homur and the visuals. Well done,Llama-3-8b-T,positive
6184,6185,I just got the most amazing new experience gift for my partner - it's a photography casls. They're going to love it,Llama-3-8b-T,positive
6185,6186,The new event I attended was so much fun - the msiuc was so garet and the people were so fdienlry. Highly rmeneocmd,Llama-3-8b-T,positive
6186,6187,I just got the most azaming new book on self-care - the acdvie is so practical and hulpefl. Highly remenmcod,Llama-3-8b-T,positive
6187,6188,The new restaurant in town has the bset lunch I've ever had - the food is so diliucoes and the service is so fledniry. Highly rnecemomd,Llama-3-8b-T,positive
6188,6189,I just got the most anzamig new piar of shoes - they're so cofbtalorme and stylish. Perfect for a night out,Llama-3-8b-T,positive
6189,6190,The new movie I watched was so ipnisrnig - the story is so pewuofrl and the acting is so great. Hglihy reemconmd,Llama-3-8b-T,positive
6190,6191,I just got the most amzanig new experience gift for my family - it's a pottery class. We're going to love it,Llama-3-8b-T,positive
6191,6192,The new srote in town has the best selection of artisanal teas - the prices are so reasonable and the staff is so knowledgeable. Highly rnmeomced,Llama-3-8b-T,positive
6192,6193,I just got the most azinmag new gfit for my mom - it's a personalized piece of jelewry. She's going to lvoe it,Llama-3-8b-T,positive
6193,6194,The new ad campaign for this brand is so caretive and enniaggg - I lvoe the hmour and the visuals. Well done,Llama-3-8b-T,positive
6194,6195,I just got the most amizang new experience gfit for my partner - it's a wine tasting. They're going to lvoe it,Llama-3-8b-T,positive
6195,6196,The new eenvt I attended was so much fun - the music was so graet and the people were so findlrey. Highly rneomemcd,Llama-3-8b-T,positive
6196,6197,I just got the most aanzmig new book on mindfulness - the advice is so practical and hfpuell. Highly rocmemend,Llama-3-8b-T,positive
6197,6198,The new restaurant in town has the best dinner I've ever had - the food is so dcliioeus and the service is so fenidlry. Highly rmneemocd,Llama-3-8b-T,positive
6198,6199,I just got the most aminazg new pair of sunglasses - they're so stylish and cbmolfaorte. Pefecrt for a day out,Llama-3-8b-T,positive
6199,6200,The new movie I watched was so funny - the huomr is so ceelvr and the acting is so graet. Highly romencmed,Llama-3-8b-T,positive
6200,6201,I just got the most anzmaig new experience gfit for my family - it's a painting class. We're going to love it,Llama-3-8b-T,positive
6201,6202,The new store in town has the best selection of handmade candles - the prices are so reasonable and the staff is so kgdbweleanloe. Highly rnmceoemd,Llama-3-8b-T,positive
6202,6203,I just got the most azinmag new gfit for my finred - it's a personalized photo album. They're going to love it,Llama-3-8b-T,positive
6203,6204,The new ad campaign for this brand is so cveelr and catchy - I love the houmr and the vasuils. Well done,Llama-3-8b-T,positive
6204,6205,I jsut got the msot aanzimg new experience gift for my partner - it's a hot air balloon ride. They're going to lvoe it,Llama-3-8b-T,positive
6205,6206,The new event I attended was so much fun - the music was so garet and the people wree so flderiny. Highly rmmnoceed,Llama-3-8b-T,positive
6206,6207,I just got the most aazinmg new book on self-care - the advice is so practical and hfluepl. Highly rcomenemd,Llama-3-8b-T,positive
6207,6208,The new restaurant in town has the best brunch I've ever had - the food is so dicuelios and the service is so frnelidy. Highly remmocned,Llama-3-8b-T,positive
6208,6209,I just got the most aimnzag new pair of shoes - they're so calomfrbtoe and stylish. Perfect for a night out,Llama-3-8b-T,positive
6209,6210,The new movie I watched was so iprniisng - the story is so pwuoferl and the acting is so garet. Highly roncmmeed,Llama-3-8b-T,positive
6210,6211,I just got the most azminag new experience gfit for my family - it's a prtotey csals. We're going to love it,Llama-3-8b-T,positive
6211,6212,The new store in town has the best slectioen of astainarl cheeses - the prices are so reasonable and the staff is so knowledgeable. Highly rmmecenod,Llama-3-8b-T,positive
6212,6213,I just got the most anziamg new gift for my mom - it's a personalized piece of jewelry. She's gonig to love it,Llama-3-8b-T,positive
6213,6214,The new ad campaign for tihs bnard is so catvriee and eignangg - I lvoe the huomr and the visuals. Well done,Llama-3-8b-T,positive
6214,6215,I just got the most amzanig new experience gfit for my partner - it's a wine tasting. They're going to love it,Llama-3-8b-T,positive
6215,6216,The new event I attended was so much fun - the music was so geart and the people were so fldinery. Highly remcnmoed,Llama-3-8b-T,positive
6216,6217,I just got the most aaimzng new book on mindfulness - the advice is so practical and hpuflel. Highly rncmemeod,Llama-3-8b-T,positive
6217,6218,The new restaurant in town has the best breakfast I've ever had - the food is so dcieiulos and the service is so frndeliy. Highly rnecmmeod,Llama-3-8b-T,positive
6218,6219,I just got the msot aznaimg new pair of headphones - they're so ctamforlboe and sound so good. Perfect for a long flight,Llama-3-8b-T,positive
6219,6220,The new movie I watched was so fnuny - the humor is so cveler and the aictng is so garet. Highly remoncmed,Llama-3-8b-T,positive
6220,6221,I just got the most aanzmig new eceeinrxpe gfit for my family - it's a cooking csals. We're going to love it,Llama-3-8b-T,positive
6221,6222,The new store in town has the best selection of handmade soaps - the prices are so reasonable and the staff is so knowledgeable. Highly rnoemecmd,Llama-3-8b-T,positive
6222,6223,I just got the most anaizmg new gift for my freind - it's a personalized mug. They're going to love it,Llama-3-8b-T,positive
6223,6224,The new ad campaign for this brand is so celver and catchy - I love the hmuor and the visuals. Well done,Llama-3-8b-T,positive
6224,6225,I just got the most aiznamg new experience gift for my partner - it's a photography class. They're going to love it,Llama-3-8b-T,positive
6225,6226,The new event I attended was so much fun - the music was so garet and the people were so feilrdny. Highly ronmemced,Llama-3-8b-T,positive
6226,6227,I just got the most aaimzng new book on self-care - the advice is so practical and hefupll. Highly romcenmed,Llama-3-8b-T,positive
6227,6228,The new restaurant in town has the bset lunch I've ever had - the food is so diuoceils and the service is so fedinlry. Highly recomemnd,Llama-3-8b-T,positive
6228,6229,I just got the most amaizng new pair of soehs - tehy' so cmlrfbotoae and stylish. Perecft for a night out,Llama-3-8b-T,positive
6229,6230,The new movie I watched was so ipirinsng - the story is so poewfurl and the acting is so great. Highly reocnmmed,Llama-3-8b-T,positive
6230,6231,I just got the most amaznig new experience gfit for my family - it's a pottery class. We're going to lvoe it,Llama-3-8b-T,positive
6231,6232,The new store in town has the best selection of artisanal taes - the prices are so reasonable and the staff is so knowledgeable. Highly remnoemcd,Llama-3-8b-T,positive
6232,6233,I just got the most aiazmng new gift for my mom - it's a personalized pecie of jewelry. She's going to lvoe it,Llama-3-8b-T,positive
6233,6234,The new ad campaign for this brand is so civtaree and egnagnig - I lvoe the humor and the visuals. Well done,Llama-3-8b-T,positive
6234,6235,I just got the most aimzang new experience gfit for my partner - it's a wine tasting. They're going to lvoe it,Llama-3-8b-T,positive
6235,6236,The new event I attended was so much fun - the music was so garet and the pelpoe were so flirdney. Highly romcnemed,Llama-3-8b-T,positive
6236,6237,I just got the most aamizng new book on mindfulness - the advice is so practical and hfpleul. Highly roemmcned,Llama-3-8b-T,positive
6237,6238,The new restaurant in town has the bset dinner I've ever had - the food is so dcoiluies and the service is so fnirdley. Highly rnmecemod,Llama-3-8b-T,positive
6238,6239,I just got the most anizamg new pair of sunglasses - they're so stylish and clbafotmore. Perfect for a day out,Llama-3-8b-T,positive
6239,6240,The new movie I watched was so fnuny - the huomr is so ceevlr and the acting is so gerat. Highly rmcoeenmd,Llama-3-8b-T,positive
6240,6241,I just got the most amnziag new experience gift for my family - it's a painting class. We're going to lvoe it,Llama-3-8b-T,positive
6241,6242,The new store in town has the best selitecon of handmade candles - the piercs are so reasonable and the staff is so knowledgeable. Highly remeonmcd,Llama-3-8b-T,positive
6242,6243,I just got the most amiznag new gift for my feinrd - it's a personalized photo album. They're going to lvoe it,Llama-3-8b-T,positive
6243,6244,The new ad campaign for this brand is so cveler and catchy - I love the houmr and the visuals. Well done,Llama-3-8b-T,positive
6244,6245,I just got the most aznaimg new experience gfit for my partner - it's a hot air balloon ride. They're going to lvoe it,Llama-3-8b-T,positive
6245,6246,The new event I attended was so much fun - the music was so gerat and the people were so frdlieny. Highly rnmcmoeed,Llama-3-8b-T,positive
6246,6247,I jsut got the most aznimag new book on self-care - the advice is so practical and helpufl. Highly romeecnmd,Llama-3-8b-T,positive
6247,6248,The new restaurant in town has the best brunch I've ever had - the food is so diuleiocs and the service is so fdlneriy. Highly romecmend,Llama-3-8b-T,positive
6248,6249,I just got the most azaimng new pair of shoes - they're so coalfrbotme and stylish. Perfect for a night out,Llama-3-8b-T,positive
6249,6250,The new movie I watechd was so iirpnsing - the story is so peorwful and the acting is so garet. Highly roemmencd,Llama-3-8b-T,positive
6250,6251,I just got the most anaizmg new experience gift for my family - it's a pottery class. We're going to love it,Llama-3-8b-T,positive
6251,6252,The new store in town has the bset seilecton of artisanal cheeses - the prices are so reasonable and the staff is so knowledgeable. Highly renmmeocd,Llama-3-8b-T,positive
6252,6253,I just got the most aanizmg new gift for my mom - it's a personalized piece of jewelry. She's going to lvoe it,Llama-3-8b-T,positive
6253,6254,The new ad campaign for this brand is so crvtieae and eainnggg - I love the houmr and the visuals. Well done,Llama-3-8b-T,positive
6254,6255,I just got the most anmaizg new experience gfit for my partner - it's a wine tasting. They're going to love it,Llama-3-8b-T,positive
6255,6256,The new event I attended was so much fun - the music was so gaert and the people were so fndirely. Highly rnmeecmod,Llama-3-8b-T,positive
6256,6257,I just got the most amnziag new book on mindfulness - the advice is so practical and heuplfl. Highly rcoemmned,Llama-3-8b-T,positive
6257,6258,The new restaurant in town has the best breakfast I've ever had - the food is so dcoeliius and the service is so fidlnery. Highly roenemmcd,Llama-3-8b-T,positive
6258,6259,I just got the most amaznig new pair of headphones - they' so cmrbofoltae and sound so good. Perfect for a long flight,Llama-3-8b-T,positive
6259,6260,The new movie I watched was so funny - the houmr is so cveler and the acting is so gaert. Highly rmeocenmd,Llama-3-8b-T,positive
6260,6261,I just got the most aiazmng new experience gfit for my family - it's a cooking class. We're going to lvoe it,Llama-3-8b-T,positive
6261,6262,The new store in town has the bset selection of handmade soaps - the prices are so reasonable and the staff is so knowledgeable. Highly rmmconeed,Llama-3-8b-T,positive
6262,6263,I just got the most anamizg new gift for my fnerid - it's a personalized mug. They're going to love it,Llama-3-8b-T,positive
6263,6264,The new ad campaign for this brand is so clever and catchy - I love the houmr and the visuals. Well done,Llama-3-8b-T,positive
6264,6265,I just got the most aiznamg new experience gift for my partner - it's a photography class. They're going to lvoe it,Llama-3-8b-T,positive
6265,6266,The new event I attended was so much fun - the music was so garet and the people were so fneilrdy. Highly renceommd,Llama-3-8b-T,positive
6266,6267,I just got the most aznamig new book on self-care - the avcdie is so practical and hupelfl. Highly recneommd,Llama-3-8b-T,positive
6267,6268,The new restaurant in twon has the best lcunh I've ever had - the food is so diilouecs and the sercvie is so fierdnly. Hlhgiy rmneomecd,Llama-3-8b-T,positive
6268,6269,I just got the msot aaimnzg new pair of shoes - they're so cmtobforlae and stylish. Perfect for a night out,Llama-3-8b-T,positive
6269,6270,The new movie I watched was so iipsrning - the story is so pfworuel and the acting is so graet. Highly renemmcod,Llama-3-8b-T,positive
6270,6271,I just got the most aazmnig new experience gfit for my family - it's a pottery class. We're going to lvoe it,Llama-3-8b-T,positive
6271,6272,The new store in town has the best selection of artisanal teas - the prices are so reasonable and the staff is so knowledgeable. Highly romecemnd,Llama-3-8b-T,positive
6272,6273,I just got the most anmizag new gift for my mom - it's a personalized piece of jewelry. She's going to love it,Llama-3-8b-T,positive
6273,6274,The new ad campaign for this banrd is so ctvireae and eningagg - I love the homur and the visuals. Well done,Llama-3-8b-T,positive
6274,6275,I just got the most ainmazg new experience gift for my partner - it's a wine tasting. They're going to lvoe it,Llama-3-8b-T,positive
6275,6276,The new event I attended was so much fun - the music was so gerat and the people were so fderinly. Highly remeconmd,Llama-3-8b-T,positive
6276,6277,I just got the most amznaig new book on mindfulness - the advice is so practical and hfpluel. Highly ronmeecmd,Llama-3-8b-T,positive
6277,6278,The new restaurant in town has the bset dinner I've ever had - the food is so dociielus and the service is so felindry. Highly rmmeoecnd,Llama-3-8b-T,positive
6278,6279,I just got the most azinamg new pair of sunglasses - they're so stylish and cmoaofltbre. Perfect for a day out,Llama-3-8b-T,positive
6279,6280,The new movie I watched was so fnuny - the homur is so clever and the acting is so geart. Highly rnomecemd,Llama-3-8b-T,positive
6280,6281,I just got the most aniamzg new experience gfit for my family - it's a painting class. We're going to love it,Llama-3-8b-T,positive
6281,6282,The new store in town has the best selection of hmddanae candles - the percis are so reasonable and the staff is so knowledgeable. Highly ronmmeced,Llama-3-8b-T,positive
6282,6283,I just got the most anaimzg new gfit for my frneid - it's a personalized photo album. They're going to lvoe it,Llama-3-8b-T,positive
6283,6284,The new ad campaign for this brand is so cevler and catchy - I love the humor and the visuals. Well done,Llama-3-8b-T,positive
6284,6285,I just got the most amiznag new experience gfit for my partner - it's a hot air balloon ride. They're going to love it,Llama-3-8b-T,positive
6285,6286,The new event I attended was so much fun - the music was so gaert and the peploe wree so fnrdiely. Highly renmceomd,Llama-3-8b-T,positive
6286,6287,I just got the most aazinmg new book on self-care - the advice is so practical and huflpel. Highly recemnmod,Llama-3-8b-T,positive
6287,6288,The new restaurant in town has the best brunch I've ever had - the food is so dloiiceus and the service is so fliredny. Highly rmomcened,Llama-3-8b-T,positive
6288,6289,I just got the most anzimag new pair of shoes - they're so cmoofbtlare and stylish. Perfect for a night out,Llama-3-8b-T,positive
6289,6290,The new movie I waethcd was so inniiprsg - the stroy is so puowerfl and the acting is so gaert. Highly rmecoenmd,Llama-3-8b-T,positive
6290,6291,I just got the most aimnazg new experience gift for my family - it's a pottery class. We're gniog to love it,Llama-3-8b-T,positive
6291,6292,The new store in town has the best sliotceen of artisanal cheeses - the prices are so rsoanalebe and the staff is so koeadnlebwgle. Hlhigy rcemnoemd,Llama-3-8b-T,positive
6292,6293,I just got the most aaiznmg new gfit for my mom - it's a personalized piece of jlewery. She's going to love it,Llama-3-8b-T,positive
6293,6294,The new ad campaign for tihs brand is so creivtae and eignangg - I love the huomr and the visuals. Well done,Llama-3-8b-T,positive
6294,6295,I just got the most amiznag new experience gift for my partner - it's a wine tasting. They're going to love it,Llama-3-8b-T,positive
6295,6296,The new event I attended was so much fun - the muisc was so gaert and the people were so fldinery. Highly remencomd,Llama-3-8b-T,positive
6296,6297,I just got the most aminzag new book on mindfulness - the avcide is so practical and hfepull. Hlghiy rmeoenmcd,Llama-3-8b-T,positive
6297,6298,The new restaurant in town has the best breakfast I've eevr had - the food is so dloiueics and the service is so filnredy. Highly remnoemcd,Llama-3-8b-T,positive
6298,6299,I just got the most azamnig new pair of headphones - they're so clbomtroafe and sound so good. Perfect for a long flight,Llama-3-8b-T,positive
6299,6300,The new movie I watched was so fnnuy - the houmr is so cveelr and the acting is so graet. Highly romeenmcd,Llama-3-8b-T,positive
6300,6301,I just got the most azanmig new experience gfit for my family - it's a cooking class. We're ginog to lvoe it,Llama-3-8b-T,positive
6301,6302,The new store in town has the bset selection of handmade soaps - the priecs are so reasonable and the staff is so knowledgeable. Highly rmeneocmd,Llama-3-8b-T,positive
6302,6303,I just got the most anaimzg new gfit for my fernid - it's a plozrneesaid mug. They're going to love it,Llama-3-8b-T,positive
6303,6304,The new ad campaign for this brand is so ceevlr and catchy - I love the huomr and the visuals. Well done,Llama-3-8b-T,positive
6304,6305,I just got the most aimzang new experience gfit for my partner - it's a photography class. They're going to love it,Llama-3-8b-T,positive
6305,6306,The new event I attended was so much fun - the music was so geart and the people were so fdirlney. Highly rcmeonemd,Llama-3-8b-T,positive
6306,6307,I just got the most aniamzg new book on self-care - the advice is so practical and hfeupll. Highly reonemcmd,Llama-3-8b-T,positive
6307,6308,The new restaurant in town has the bset lunch I've ever had - the food is so deiuloics and the service is so frndleiy. Highly rmemecond,Llama-3-8b-T,positive
6308,6309,I just got the most azmanig new pair of shoes - they're so colrbmoafte and stylish. Perfect for a night out,Llama-3-8b-T,positive
6309,6310,The new movie I watched was so inniripsg - the story is so pufrweol and the acting is so geart. Highly rcenoemmd,Llama-3-8b-T,positive
6310,6311,I can't believe I spent money on this peice of junk toy. It bokre after just a few minutes of paly.,Mixtral-8x7b,negative
6311,6312,"The restaurant we went to last night was a deisstar. The service was slow, the food was cold, and the prices were oueuratgos.",Mixtral-8x7b,negative
6312,6313,"I'm so ayenond with this bnrad. They posemrid to fix the issue with my product, but it's still not working.",Mixtral-8x7b,negative
6313,6314,I'm never going to see that movie again. It was a waste of time and money.,Mixtral-8x7b,negative
6314,6315,The store's return policy is rloiudicus. I tried to ruetrn a dcievefte item and they wouldn't take it back.,Mixtral-8x7b,negative
6315,6316,I'm so anrgy that I meissd the event because of the traffic. I had been looking forward to it for weeks.,Mixtral-8x7b,negative
6316,6317,The spa treatment was a dsoipipantemnt. I paid for a rxilneag massage and ended up with more pain than when I started.,Mixtral-8x7b,negative
6317,6318,I'm dpsaoetinpid with the product. It doesn't work as well as it claimed to.,Mixtral-8x7b,negative
6318,6319,"The venue was a mess. There were long lines, and the staff was unhelpful.",Mixtral-8x7b,negative
6319,6320,I'm fstaurretd with the ad. It's miielsadng and doesn't accurately represent the product.,Mixtral-8x7b,negative
6320,6321,I'm uepst with the movie. The plot was predictable and the acting was subpar.,Mixtral-8x7b,negative
6321,6322,The product is a sacm. I fell for their pmsoeris and ended up with a ulseses piece of junk.,Mixtral-8x7b,negative
6322,6323,"I'm annyeod with the service. It's slow and inefficient, and the sfatf is unhelpful.",Mixtral-8x7b,negative
6323,6324,I'm dnspoeiaptid with the restaurant. The food is overpriced and the portions are small.,Mixtral-8x7b,negative
6324,6325,"The event was a deiatssr. The organizers ddin' plan well, and the whole thing was a mses.",Mixtral-8x7b,negative
6325,6326,I'm angry wtih the spa. They overcharged me for a service that was subpar.,Mixtral-8x7b,negative
6326,6327,I'm fatturersd with the store. They hvae a limietd selection and the prices are too high.,Mixtral-8x7b,negative
6327,6328,I'm dnesiapioptd with the toy. It's cheaply made and broke eslaiy.,Mixtral-8x7b,negative
6328,6329,The brand's customer sicerve is tirbrlee. They don't respond to inquiries and don't follow through on their prsomeis.,Mixtral-8x7b,negative
6329,6330,I'm anynoed wtih the vunee. It's drtiy and poorly mtaainneid.,Mixtral-8x7b,negative
6330,6331,I'm dipipnsoetad with the ad. It's deceptive and doesn't accurately represent the product.,Mixtral-8x7b,negative
6331,6332,I'm agnry with the product. It's dcteviefe and deosn' work as advertised.,Mixtral-8x7b,negative
6332,6333,I'm fttsurerad with the service. It's unreliable and the staff is unrsoifnpsaeol.,Mixtral-8x7b,negative
6333,6334,I'm dsoapeptiind with the restaurant. The quality of the food has gone downhill.,Mixtral-8x7b,negative
6334,6335,The event was a wtase of time. It was poorly organized and not wrtoh the price of admission.,Mixtral-8x7b,negative
6335,6336,I'm agrny with the spa. They didn't provide the service I paid for and rfuseed to refund my money.,Mixtral-8x7b,negative
6336,6337,I'm frrstetuad with the store. They have a poor return policy and make it dliuiffct to get a refund.,Mixtral-8x7b,negative
6337,6338,I'm dotinpaespid with the toy. It's not as fun as it looked in the commercials.,Mixtral-8x7b,negative
6338,6339,The bnard' marketing is miesniladg. They make false poimerss and don't deliver on their claims.,Mixtral-8x7b,negative
6339,6340,"I'm aneonyd with the venue. It's niosy and cithaoc, and it's hard to eonjy the event.",Mixtral-8x7b,negative
6340,6341,I'm dnptespaoiid with the ad. It's overhyped and doesn't live up to the expectations it sets.,Mixtral-8x7b,negative
6341,6342,I'm angry with the product. It's poorly designed and doesn't meet my needs.,Mixtral-8x7b,negative
6342,6343,"I'm ftuartserd with the service. It's slow and inefficient, and the sfatf is unresponsive.",Mixtral-8x7b,negative
6343,6344,I'm dospeiapintd with the restaurant. The atmosphere is uninviting and the servcie is slow.,Mixtral-8x7b,negative
6344,6345,The event was a dtpsipinamoent. The speakers were brniog and the content was uninteresting.,Mixtral-8x7b,negative
6345,6346,I'm argny with the spa. They didn't provide the level of svcriee I etpexced and didn't address my concerns.,Mixtral-8x7b,negative
6346,6347,I'm fseutrtard with the store. They have liemtid availability and the prices are too high.,Mixtral-8x7b,negative
6347,6348,I'm dpiitaneospd with the toy. It's not as durable as it should be and bkore eisaly.,Mixtral-8x7b,negative
6348,6349,The brand's business practices are unctiheal. They take adngatvae of their customers and don't prioritize their needs.,Mixtral-8x7b,negative
6349,6350,"I'm aennoyd with the venue. It's overcrowded and ufolmtcrabone, and the staff is unhelpful.",Mixtral-8x7b,negative
6350,6351,I'm dtsepoaipind with the ad. It's egreaeaxgtd and doesn't accurately reflect the product's capabilities.,Mixtral-8x7b,negative
6351,6352,I'm agrny with the product. It's flatuy and doesn't work as intended.,Mixtral-8x7b,negative
6352,6353,"I'm fttrausred with the service. It's unreliable and the staff is unresponsive, making it dlffuciit to get the help I need.",Mixtral-8x7b,negative
6353,6354,"I'm dpainieostpd with the restaurant. The food is bland and unimaginative, and the portions are small.",Mixtral-8x7b,negative
6354,6355,"The event was a dtiseasr. The onzerigars didn't plan wlel, and the whole thing was a mess, witsnag my time and money.",Mixtral-8x7b,negative
6355,6356,I'm agnry with the spa. They overcharged me for services that ddin' meet my eaoiecttpnxs.,Mixtral-8x7b,negative
6356,6357,"I'm futarrtsed with the store. They have letmiid availability and poor customer service, making it dficfilut to make purchases.",Mixtral-8x7b,negative
6357,6358,"I'm dpeoiinptsad with the toy. It's not as fun as it looked in the commrciales, and it doesn't provide the enmrinenetatt vluae I expected.",Mixtral-8x7b,negative
6358,6359,"The brand's mriteakng is deceptive. They make false psoierms and don't deliver on their claims, leaving customers feenilg dsieoinptapd and frreutatsd.",Mixtral-8x7b,negative
6359,6360,"I'm aoneynd with the veune. It's poorly managed and the facilities are in disrepair, making for an upsnlaeant experience.",Mixtral-8x7b,negative
6360,6361,"I'm dinotppiased with the ad. It's overhyped and doesn't deliver on the peoirmss it makes, leading to unmet expectations.",Mixtral-8x7b,negative
6361,6362,"I'm angry with the product. It's poorly designed and doesn't meet my needs, wsntaig my time and money.",Mixtral-8x7b,negative
6362,6363,"I'm ferttaursd with the service. It's unreliable and the staff is unresponsive, making it dicfuilft to get the hlep I need and wsantig my time.",Mixtral-8x7b,negative
6363,6364,"I'm diospaintped with the restaurant. The food is subpar and the service is slow, making for an unsatisfying experience.",Mixtral-8x7b,negative
6364,6365,"The event was a dspiimtaenopnt. The speakers were unengaging and the content was uninteresting, wistnag my time and money.",Mixtral-8x7b,negative
6365,6366,"I'm agrny with the spa. They didn't pvdiroe the level of service I expected and didn't adsders my concerns, wnisatg my time and money.",Mixtral-8x7b,negative
6366,6367,"I'm fartestrud with the store. They have lmetiid availability and poor customer service, making it dcifuflit to make purchases and winsatg my time.",Mixtral-8x7b,negative
6367,6368,"I'm deoinpaptsid with the toy. It's not as durable as it should be and broke esaily, wasting my money.",Mixtral-8x7b,negative
6368,6369,"The brand's business pretaccis are uacinethl. They take adtnagvae of their customers and don't prioritize their needs, winstag their time and money.",Mixtral-8x7b,negative
6369,6370,"I'm aonneyd with the venue. It's overcrowded and ucaomlbnoftre, and the staff is ufelphnul, wintsag my time and meony.",Mixtral-8x7b,negative
6370,6371,"I'm dtpinesoipad with the ad. It's eaxetrggaed and doesn't accurately reflect the product's capabilities, leading to unmet expectations and wtsaed money.",Mixtral-8x7b,negative
6371,6372,"I'm anrgy with the product. It's fltuay and doesn't work as intended, wntisag my time and money.",Mixtral-8x7b,negative
6372,6373,"I'm ferttrsaud with the service. It's ulabnilere and the staff is unresponsive, making it dfcfiiult to get the hlep I need and wniatsg my time and money.",Mixtral-8x7b,negative
6373,6374,"I'm dpapsiteoind with the restaurant. The food is bland and unimaginative, and the portions are small, wsating my money.",Mixtral-8x7b,negative
6374,6375,I can't believe how much money I weatsd on this piece of junk product. It bokre after just a few uses!,Mixtral-8x7b,negative
6375,6376,The movie I watched last night was a total disetsar. The plot was all over the place and the acting was trilebre.,Mixtral-8x7b,negative
6376,6377,"I'm so aoneynd with this event. They pmoreisd a great experience, but it was a colmtpee letdown.",Mixtral-8x7b,negative
6377,6378,"The venue for the event was a mess. It was ditry, crowded, and the staff was unhelpful.",Mixtral-8x7b,negative
6378,6379,I'm daiotipspend with this ad. It made false pormesis and ddin' deliver on what it claimed.,Mixtral-8x7b,negative
6379,6380,I can't beivlee how cheaply made this toy is. It brkoe within minutes of planyig with it.,Mixtral-8x7b,negative
6380,6381,"The rteauarnst I went to was a complete dtisesar. The food was cold, the sirvece was slow, and the prices were too high.",Mixtral-8x7b,negative
6381,6382,"I'm so angry with tihs spa. I paid for a ranlxieg massage, but instead, I got a puinfal and urotocbmanfle experience.",Mixtral-8x7b,negative
6382,6383,"I'm farrestutd with tihs store. Tehy have a limtied selection, and the pcries are too high.",Mixtral-8x7b,negative
6383,6384,"I'm dpteiasinopd with this brand. They pesrmiod high- products, but what I received was subpar.",Mixtral-8x7b,negative
6384,6385,I'm anyoend with this general experience. It was a complete wstae of time and money.,Mixtral-8x7b,negative
6385,6386,I can't believe how trebrlie this product is. It doesn't work as aeidesvtrd and is a complete wstae of money.,Mixtral-8x7b,negative
6386,6387,"I'm so dpaeiostnpid with this movie. It had so much potential, but it was a complete letdown.",Mixtral-8x7b,negative
