,review,model,sentiment
3807,"That ad was a bit cheesy, but I liked it.",Gemini-2.0-Flash-Lite,neutral
3808,"The restaurant was clean, but the food was just okay.",Gemini-2.0-Flash-Lite,neutral
3809,"The toy was a bit smaller than I expected, but my kid still likes it.",Gemini-2.0-Flash-Lite,neutral
3810,"The movie had a good plot, but the ending was a bit confusing.",Gemini-2.0-Flash-Lite,neutral
3811,"The event was crowded, but the music was good.",Gemini-2.0-Flash-Lite,neutral
3812,"That ad was memorable, but I'm not sure if it made me want to buy anything.",Gemini-2.0-Flash-Lite,neutral
3813,"The store had a good selection of books, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3814,"The spa was a bit noisy, which was a bit disappointing.",Gemini-2.0-Flash-Lite,neutral
3815,"The brand's products are generally good quality, but a bit pricey.",Gemini-2.0-Flash-Lite,neutral
3816,"The venue was a bit far from the city center, but easy to get to.",Gemini-2.0-Flash-Lite,neutral
3817,I'm feeling pretty neutral about the current political climate.,Gemini-2.0-Flash-Lite,neutral
3818,"The restaurant was a bit slow, but the food was decent.",Gemini-2.0-Flash-Lite,neutral
3819,"My kid's new toy is a bit of a pain to clean, but fun.",Gemini-2.0-Flash-Lite,neutral
3820,"The movie had a good story, but the acting was a bit wooden.",Gemini-2.0-Flash-Lite,neutral
3821,"The event was a bit long, but the speakers were interesting.",Gemini-2.0-Flash-Lite,neutral
3822,"That ad was a bit annoying, but it got stuck in my head.",Gemini-2.0-Flash-Lite,neutral
3823,"The store had a good selection of clothes, but the dressing rooms were small.",Gemini-2.0-Flash-Lite,neutral
3824,"The spa was a bit too cold, but the massage was good.",Gemini-2.0-Flash-Lite,neutral
3825,"The brand's customer service was slow, but they eventually resolved the issue.",Gemini-2.0-Flash-Lite,neutral
3826,"The venue had a good sound system, but the seats were uncomfortable.",Gemini-2.0-Flash-Lite,neutral
3827,I'm feeling a bit overwhelmed by all the information out there.,Gemini-2.0-Flash-Lite,neutral
3828,"The product was alright, nothing spectacular.",Gemini-2.0-Flash-Lite,neutral
3829,"My son's new toy is a bit basic, but he likes it.",Gemini-2.0-Flash-Lite,neutral
3830,"The movie was a bit predictable, but still watchable.",Gemini-2.0-Flash-Lite,neutral
3831,"The event had a good atmosphere, very lively.",Gemini-2.0-Flash-Lite,neutral
3832,"That ad was a bit weird, but it got my attention.",Gemini-2.0-Flash-Lite,neutral
3833,"The store had a good sale, so I picked up a few things.",Gemini-2.0-Flash-Lite,neutral
3834,"The spa had a nice ambiance, very calming.",Gemini-2.0-Flash-Lite,neutral
3835,"The brand's website is easy to navigate, which is helpful.",Gemini-2.0-Flash-Lite,neutral
3836,The venue had a great view of the stage.,Gemini-2.0-Flash-Lite,neutral
3837,I'm feeling a general sense of well-being.,Gemini-2.0-Flash-Lite,neutral
3838,"The product is easy to use, which is great.",Gemini-2.0-Flash-Lite,neutral
3839,"My daughter's new toy is a bit complicated, but she's figuring it out.",Gemini-2.0-Flash-Lite,neutral
3840,"The movie had a good soundtrack, which I enjoyed.",Gemini-2.0-Flash-Lite,neutral
3841,The event had a good selection of food vendors.,Gemini-2.0-Flash-Lite,neutral
3842,"That ad was a bit repetitive, but I guess it worked.",Gemini-2.0-Flash-Lite,neutral
3843,"The store had a good return policy, which is important.",Gemini-2.0-Flash-Lite,neutral
3844,The spa had a good selection of treatments.,Gemini-2.0-Flash-Lite,neutral
3845,The brand's social media presence is pretty active.,Gemini-2.0-Flash-Lite,neutral
3846,"The venue had good acoustics, which made the concert sound great.",Gemini-2.0-Flash-Lite,neutral
3847,I have a general feeling of being optimistic about the future.,Gemini-2.0-Flash-Lite,neutral
3848,"The product is a bit expensive, but worth it, maybe.",Gemini-2.0-Flash-Lite,neutral
3849,"My daughter's new toy is a bit fragile, so we'll see how long it lasts.",Gemini-2.0-Flash-Lite,neutral
3850,"The movie was a bit dark, but the story was compelling.",Gemini-2.0-Flash-Lite,neutral
3851,"The event had a good cause, so I was happy to support it.",Gemini-2.0-Flash-Lite,neutral
3852,"That ad was a bit over the top, but I guess that's the point.",Gemini-2.0-Flash-Lite,neutral
3853,The store had a good selection of gifts.,Gemini-2.0-Flash-Lite,neutral
3854,"The spa had a good staff, very friendly.",Gemini-2.0-Flash-Lite,neutral
3855,"The brand's customer service was helpful, which is appreciated.",Gemini-2.0-Flash-Lite,neutral
3856,"The venue had a good location, easy to get to.",Gemini-2.0-Flash-Lite,neutral
3857,I have a general feeling of being content with my life.,Gemini-2.0-Flash-Lite,neutral
3858,"The product is a bit heavy, but sturdy.",Gemini-2.0-Flash-Lite,neutral
3859,"My son's new toy is a bit small, but perfect for his age.",Gemini-2.0-Flash-Lite,neutral
3860,"The movie had a good ending, which is always satisfying.",Gemini-2.0-Flash-Lite,neutral
3861,"The event had a good speaker, very informative.",Gemini-2.0-Flash-Lite,neutral
3862,"That ad was a bit annoying, but I can't deny it got my attention.",Gemini-2.0-Flash-Lite,neutral
3863,"The store had a good layout, easy to find things.",Gemini-2.0-Flash-Lite,neutral
3864,"The spa had a good waiting area, very comfortable.",Gemini-2.0-Flash-Lite,neutral
3865,"The brand's website is a bit slow, but the information is good.",Gemini-2.0-Flash-Lite,neutral
3866,"The venue had a good parking situation, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3867,I have a general feeling of being grateful for what I have.,Gemini-2.0-Flash-Lite,neutral
3868,"The product is a bit complicated to assemble, but the instructions were clear.",Gemini-2.0-Flash-Lite,neutral
3869,"My daughter's new toy is a bit messy, but she loves it.",Gemini-2.0-Flash-Lite,neutral
3870,"The movie was a bit long, but the visuals were stunning.",Gemini-2.0-Flash-Lite,neutral
3871,The event had a good variety of activities.,Gemini-2.0-Flash-Lite,neutral
3872,"That ad was a bit weird, but I'll remember it.",Gemini-2.0-Flash-Lite,neutral
3873,The store had a good selection of organic products.,Gemini-2.0-Flash-Lite,neutral
3874,"The spa had a good view, very relaxing.",Gemini-2.0-Flash-Lite,neutral
3875,"The brand's marketing is a bit aggressive, but effective.",Gemini-2.0-Flash-Lite,neutral
3876,"The venue had a good security system, which made me feel safe.",Gemini-2.0-Flash-Lite,neutral
3877,I have a general feeling of being excited for the weekend.,Gemini-2.0-Flash-Lite,neutral
3878,"The product is a bit noisy, but it works well.",Gemini-2.0-Flash-Lite,neutral
3879,"My son's new toy is a bit educational, which is a bonus.",Gemini-2.0-Flash-Lite,neutral
3880,"The movie had a good cast, very talented.",Gemini-2.0-Flash-Lite,neutral
3881,"The event had a good raffle, I didn't win, though.",Gemini-2.0-Flash-Lite,neutral
3882,"That ad was a bit clever, made me chuckle.",Gemini-2.0-Flash-Lite,neutral
3883,The store had a good selection of local products.,Gemini-2.0-Flash-Lite,neutral
3884,"The spa had a good playlist, very relaxing.",Gemini-2.0-Flash-Lite,neutral
3885,"The brand's packaging is a bit wasteful, unfortunately.",Gemini-2.0-Flash-Lite,neutral
3886,"The venue had a good bar, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3887,I have a general feeling of being happy.,Gemini-2.0-Flash-Lite,neutral
3888,"The product is a bit outdated, but it still works.",Gemini-2.0-Flash-Lite,neutral
3889,"My daughter's new toy is a bit expensive, but worth it, I think.",Gemini-2.0-Flash-Lite,neutral
3890,"The movie was a bit slow, but the cinematography was beautiful.",Gemini-2.0-Flash-Lite,neutral
3891,"The event had a good after-party, which was fun.",Gemini-2.0-Flash-Lite,neutral
3892,"That ad was a bit cheesy, but I liked it.",Gemini-2.0-Flash-Lite,neutral
3893,"The restaurant was clean, but the food was just okay.",Gemini-2.0-Flash-Lite,neutral
3894,"The toy was a bit smaller than I expected, but my kid still likes it.",Gemini-2.0-Flash-Lite,neutral
3895,"The movie had a good plot, but the ending was a bit confusing.",Gemini-2.0-Flash-Lite,neutral
3896,"The event was crowded, but the music was good.",Gemini-2.0-Flash-Lite,neutral
3897,"That ad was memorable, but I'm not sure if it made me want to buy anything.",Gemini-2.0-Flash-Lite,neutral
3898,"The store had a good selection of books, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3899,"The spa was a bit noisy, which was a bit disappointing.",Gemini-2.0-Flash-Lite,neutral
3900,"The brand's products are generally good quality, but a bit pricey.",Gemini-2.0-Flash-Lite,neutral
3901,"The venue was a bit far from the city center, but easy to get to.",Gemini-2.0-Flash-Lite,neutral
3902,I'm feeling pretty neutral about the current political climate.,Gemini-2.0-Flash-Lite,neutral
3903,"The restaurant was a bit slow, but the food was decent.",Gemini-2.0-Flash-Lite,neutral
3904,"My kid's new toy is a bit of a pain to clean, but fun.",Gemini-2.0-Flash-Lite,neutral
3905,"The movie had a good story, but the acting was a bit wooden.",Gemini-2.0-Flash-Lite,neutral
3906,"The event was a bit long, but the speakers were interesting.",Gemini-2.0-Flash-Lite,neutral
3907,"That ad was a bit annoying, but it got stuck in my head.",Gemini-2.0-Flash-Lite,neutral
3908,"The store had a good selection of clothes, but the dressing rooms were small.",Gemini-2.0-Flash-Lite,neutral
3909,"The spa was a bit too cold, but the massage was good.",Gemini-2.0-Flash-Lite,neutral
3910,"The brand's customer service was slow, but they eventually resolved the issue.",Gemini-2.0-Flash-Lite,neutral
3911,"The venue had a good sound system, but the seats were uncomfortable.",Gemini-2.0-Flash-Lite,neutral
3912,I'm feeling a bit overwhelmed by all the information out there.,Gemini-2.0-Flash-Lite,neutral
3913,"The product was alright, nothing spectacular.",Gemini-2.0-Flash-Lite,neutral
3914,"My son's new toy is a bit basic, but he likes it.",Gemini-2.0-Flash-Lite,neutral
3915,"The movie was a bit predictable, but still watchable.",Gemini-2.0-Flash-Lite,neutral
3916,"The event had a good atmosphere, very lively.",Gemini-2.0-Flash-Lite,neutral
3917,"That ad was a bit weird, but it got my attention.",Gemini-2.0-Flash-Lite,neutral
3918,"The store had a good sale, so I picked up a few things.",Gemini-2.0-Flash-Lite,neutral
3919,"The spa had a nice ambiance, very calming.",Gemini-2.0-Flash-Lite,neutral
3920,"The brand's website is easy to navigate, which is helpful.",Gemini-2.0-Flash-Lite,neutral
3921,The venue had a great view of the stage.,Gemini-2.0-Flash-Lite,neutral
3922,I'm feeling a general sense of well-being.,Gemini-2.0-Flash-Lite,neutral
3923,"The product is easy to use, which is great.",Gemini-2.0-Flash-Lite,neutral
3924,"My daughter's new toy is a bit complicated, but she's figuring it out.",Gemini-2.0-Flash-Lite,neutral
3925,"The movie had a good soundtrack, which I enjoyed.",Gemini-2.0-Flash-Lite,neutral
3926,The event had a good selection of food vendors.,Gemini-2.0-Flash-Lite,neutral
3927,"That ad was a bit repetitive, but I guess it worked.",Gemini-2.0-Flash-Lite,neutral
3928,"The store had a good return policy, which is important.",Gemini-2.0-Flash-Lite,neutral
3929,The spa had a good selection of treatments.,Gemini-2.0-Flash-Lite,neutral
3930,The brand's social media presence is pretty active.,Gemini-2.0-Flash-Lite,neutral
3931,"The venue had good acoustics, which made the concert sound great.",Gemini-2.0-Flash-Lite,neutral
3932,I have a general feeling of being optimistic about the future.,Gemini-2.0-Flash-Lite,neutral
3933,"The product is a bit expensive, but worth it, maybe.",Gemini-2.0-Flash-Lite,neutral
3934,"My daughter's new toy is a bit fragile, so we'll see how long it lasts.",Gemini-2.0-Flash-Lite,neutral
3935,"The movie was a bit dark, but the story was compelling.",Gemini-2.0-Flash-Lite,neutral
3936,"The event had a good cause, so I was happy to support it.",Gemini-2.0-Flash-Lite,neutral
3937,"That ad was a bit over the top, but I guess that's the point.",Gemini-2.0-Flash-Lite,neutral
3938,The store had a good selection of gifts.,Gemini-2.0-Flash-Lite,neutral
3939,"The spa had a good staff, very friendly.",Gemini-2.0-Flash-Lite,neutral
3940,"The brand's customer service was helpful, which is appreciated.",Gemini-2.0-Flash-Lite,neutral
3941,"The venue had a good location, easy to get to.",Gemini-2.0-Flash-Lite,neutral
3942,I have a general feeling of being content with my life.,Gemini-2.0-Flash-Lite,neutral
3943,"The product is a bit heavy, but sturdy.",Gemini-2.0-Flash-Lite,neutral
3944,"My son's new toy is a bit small, but perfect for his age.",Gemini-2.0-Flash-Lite,neutral
3945,"The movie had a good ending, which is always satisfying.",Gemini-2.0-Flash-Lite,neutral
3946,"The event had a good speaker, very informative.",Gemini-2.0-Flash-Lite,neutral
3947,"That ad was a bit annoying, but I can't deny it got my attention.",Gemini-2.0-Flash-Lite,neutral
3948,"The store had a good layout, easy to find things.",Gemini-2.0-Flash-Lite,neutral
3949,"The spa had a good waiting area, very comfortable.",Gemini-2.0-Flash-Lite,neutral
3950,"The brand's website is a bit slow, but the information is good.",Gemini-2.0-Flash-Lite,neutral
3951,"The venue had a good parking situation, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3952,I have a general feeling of being grateful for what I have.,Gemini-2.0-Flash-Lite,neutral
3953,"The product is a bit complicated to assemble, but the instructions were clear.",Gemini-2.0-Flash-Lite,neutral
3954,"My daughter's new toy is a bit messy, but she loves it.",Gemini-2.0-Flash-Lite,neutral
3955,"The movie was a bit long, but the visuals were stunning.",Gemini-2.0-Flash-Lite,neutral
3956,The event had a good variety of activities.,Gemini-2.0-Flash-Lite,neutral
3957,"That ad was a bit weird, but I'll remember it.",Gemini-2.0-Flash-Lite,neutral
3958,The store had a good selection of organic products.,Gemini-2.0-Flash-Lite,neutral
3959,"The spa had a good view, very relaxing.",Gemini-2.0-Flash-Lite,neutral
3960,"The brand's marketing is a bit aggressive, but effective.",Gemini-2.0-Flash-Lite,neutral
3961,"The venue had a good security system, which made me feel safe.",Gemini-2.0-Flash-Lite,neutral
3962,I have a general feeling of being excited for the weekend.,Gemini-2.0-Flash-Lite,neutral
3963,"The product is a bit noisy, but it works well.",Gemini-2.0-Flash-Lite,neutral
3964,"My son's new toy is a bit educational, which is a bonus.",Gemini-2.0-Flash-Lite,neutral
3965,"The movie had a good cast, very talented.",Gemini-2.0-Flash-Lite,neutral
3966,"The event had a good raffle, I didn't win, though.",Gemini-2.0-Flash-Lite,neutral
3967,"That ad was a bit clever, made me chuckle.",Gemini-2.0-Flash-Lite,neutral
3968,The store had a good selection of local products.,Gemini-2.0-Flash-Lite,neutral
3969,"The spa had a good playlist, very relaxing.",Gemini-2.0-Flash-Lite,neutral
3970,"The brand's packaging is a bit wasteful, unfortunately.",Gemini-2.0-Flash-Lite,neutral
3971,"The venue had a good bar, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3972,I have a general feeling of being happy.,Gemini-2.0-Flash-Lite,neutral
3973,"The product is a bit outdated, but it still works.",Gemini-2.0-Flash-Lite,neutral
3974,"My daughter's new toy is a bit expensive, but worth it, I think.",Gemini-2.0-Flash-Lite,neutral
3975,"The movie was a bit slow, but the cinematography was beautiful.",Gemini-2.0-Flash-Lite,neutral
3976,"The event had a good after-party, which was fun.",Gemini-2.0-Flash-Lite,neutral
3977,"That ad was a bit cheesy, but I liked it.",Gemini-2.0-Flash-Lite,neutral
3978,"The restaurant was clean, but the food was just okay.",Gemini-2.0-Flash-Lite,neutral
3979,"The toy was a bit smaller than I expected, but my kid still likes it.",Gemini-2.0-Flash-Lite,neutral
3980,"The movie had a good plot, but the ending was a bit confusing.",Gemini-2.0-Flash-Lite,neutral
3981,"The event was crowded, but the music was good.",Gemini-2.0-Flash-Lite,neutral
3982,"That ad was memorable, but I'm not sure if it made me want to buy anything.",Gemini-2.0-Flash-Lite,neutral
3983,"The store had a good selection of books, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
3984,"The spa was a bit noisy, which was a bit disappointing.",Gemini-2.0-Flash-Lite,neutral
3985,"The brand's products are generally good quality, but a bit pricey.",Gemini-2.0-Flash-Lite,neutral
3986,"The venue was a bit far from the city center, but easy to get to.",Gemini-2.0-Flash-Lite,neutral
3987,I'm feeling pretty neutral about the current political climate.,Gemini-2.0-Flash-Lite,neutral
3988,"The restaurant was a bit slow, but the food was decent.",Gemini-2.0-Flash-Lite,neutral
3989,"My kid's new toy is a bit of a pain to clean, but fun.",Gemini-2.0-Flash-Lite,neutral
3990,"The movie had a good story, but the acting was a bit wooden.",Gemini-2.0-Flash-Lite,neutral
3991,"The event was a bit long, but the speakers were interesting.",Gemini-2.0-Flash-Lite,neutral
3992,"That ad was a bit annoying, but it got stuck in my head.",Gemini-2.0-Flash-Lite,neutral
3993,"The store had a good selection of clothes, but the dressing rooms were small.",Gemini-2.0-Flash-Lite,neutral
3994,"The spa was a bit too cold, but the massage was good.",Gemini-2.0-Flash-Lite,neutral
3995,"The brand's customer service was slow, but they eventually resolved the issue.",Gemini-2.0-Flash-Lite,neutral
3996,"The venue had a good sound system, but the seats were uncomfortable.",Gemini-2.0-Flash-Lite,neutral
3997,I'm feeling a bit overwhelmed by all the information out there.,Gemini-2.0-Flash-Lite,neutral
3998,"The product was alright, nothing spectacular.",Gemini-2.0-Flash-Lite,neutral
3999,"My son's new toy is a bit basic, but he likes it.",Gemini-2.0-Flash-Lite,neutral
4000,"The movie was a bit predictable, but still watchable.",Gemini-2.0-Flash-Lite,neutral
4001,"The event had a good atmosphere, very lively.",Gemini-2.0-Flash-Lite,neutral
4002,"That ad was a bit weird, but it got my attention.",Gemini-2.0-Flash-Lite,neutral
4003,"The store had a good sale, so I picked up a few things.",Gemini-2.0-Flash-Lite,neutral
4004,"The spa had a nice ambiance, very calming.",Gemini-2.0-Flash-Lite,neutral
4005,"The brand's website is easy to navigate, which is helpful.",Gemini-2.0-Flash-Lite,neutral
4006,The venue had a great view of the stage.,Gemini-2.0-Flash-Lite,neutral
4007,I'm feeling a general sense of well-being.,Gemini-2.0-Flash-Lite,neutral
4008,"The product is easy to use, which is great.",Gemini-2.0-Flash-Lite,neutral
4009,"My daughter's new toy is a bit complicated, but she's figuring it out.",Gemini-2.0-Flash-Lite,neutral
4010,"The movie had a good soundtrack, which I enjoyed.",Gemini-2.0-Flash-Lite,neutral
4011,The event had a good selection of food vendors.,Gemini-2.0-Flash-Lite,neutral
4012,"That ad was a bit repetitive, but I guess it worked.",Gemini-2.0-Flash-Lite,neutral
4013,"The store had a good return policy, which is important.",Gemini-2.0-Flash-Lite,neutral
4014,The spa had a good selection of treatments.,Gemini-2.0-Flash-Lite,neutral
4015,The brand's social media presence is pretty active.,Gemini-2.0-Flash-Lite,neutral
4016,"The venue had good acoustics, which made the concert sound great.",Gemini-2.0-Flash-Lite,neutral
4017,I have a general feeling of being optimistic about the future.,Gemini-2.0-Flash-Lite,neutral
4018,"The product is a bit expensive, but worth it, maybe.",Gemini-2.0-Flash-Lite,neutral
4019,"My daughter's new toy is a bit fragile, so we'll see how long it lasts.",Gemini-2.0-Flash-Lite,neutral
4020,"The movie was a bit dark, but the story was compelling.",Gemini-2.0-Flash-Lite,neutral
4021,"The event had a good cause, so I was happy to support it.",Gemini-2.0-Flash-Lite,neutral
4022,"That ad was a bit over the top, but I guess that's the point.",Gemini-2.0-Flash-Lite,neutral
4023,The store had a good selection of gifts.,Gemini-2.0-Flash-Lite,neutral
4024,"The spa had a good staff, very friendly.",Gemini-2.0-Flash-Lite,neutral
4025,"The brand's customer service was helpful, which is appreciated.",Gemini-2.0-Flash-Lite,neutral
4026,"The venue had a good location, easy to get to.",Gemini-2.0-Flash-Lite,neutral
4027,I have a general feeling of being content with my life.,Gemini-2.0-Flash-Lite,neutral
4028,"The product is a bit heavy, but sturdy.",Gemini-2.0-Flash-Lite,neutral
4029,"My son's new toy is a bit small, but perfect for his age.",Gemini-2.0-Flash-Lite,neutral
4030,"The movie had a good ending, which is always satisfying.",Gemini-2.0-Flash-Lite,neutral
4031,"The event had a good speaker, very informative.",Gemini-2.0-Flash-Lite,neutral
4032,"That ad was a bit annoying, but I can't deny it got my attention.",Gemini-2.0-Flash-Lite,neutral
4033,"The store had a good layout, easy to find things.",Gemini-2.0-Flash-Lite,neutral
4034,"The spa had a good waiting area, very comfortable.",Gemini-2.0-Flash-Lite,neutral
4035,"The brand's website is a bit slow, but the information is good.",Gemini-2.0-Flash-Lite,neutral
4036,"The venue had a good parking situation, which is always a plus.",Gemini-2.0-Flash-Lite,neutral
4037,I have a general feeling of being grateful for what I have.,Gemini-2.0-Flash-Lite,neutral
4038,"The product is a bit complicated to assemble, but the instructions were clear.",Gemini-2.0-Flash-Lite,neutral
4039,"My daughter's new toy is a bit messy, but she loves it.",Gemini-2.0-Flash-Lite,neutral
4040,"The movie was a bit long, but the visuals were stunning.",Gemini-2.0-Flash-Lite,neutral
4041,The event had a good variety of activities.,Gemini-2.0-Flash-Lite,neutral
4042,"That ad was a bit weird, but I'll remember it.",Gemini-2.0-Flash-Lite,neutral
4043,The store had a good selection of organic products.,Gemini-2.0-Flash-Lite,neutral
4044,"The spa had a good view, very relaxing.",Gemini-2.0-Flash-Lite,neutral
4045,"The brand's marketing is a bit aggressive, but effective.",Gemini-2.0-Flash-Lite,neutral
4046,"The venue had a good security system, which made me feel safe.",Gemini-2.0-Flash-Lite,neutral
4047,I have a general feeling of being excited for the weekend.,Gemini-2.0-Flash-Lite,neutral
4048,This product is amazing!,GPT-4o-Mini,positive
4049,I love how well it works.,GPT-4o-Mini,positive
4050,Best purchase I've made this year.,GPT-4o-Mini,positive
4051,Highly recommend this to everyone!,GPT-4o-Mini,positive
4052,Fantastic quality and performance!,GPT-4o-Mini,positive
4053,It exceeded my expectations.,GPT-4o-Mini,positive
4054,I am very satisfied with this product.,GPT-4o-Mini,positive
4055,Absolutely worth the money.,GPT-4o-Mini,positive
4056,I can't imagine my life without this.,GPT-4o-Mini,positive
4057,Perfect for my needs!,GPT-4o-Mini,positive
4058,Great value for the price.,GPT-4o-Mini,positive
4059,This changed everything for me.,GPT-4o-Mini,positive
4060,Super easy to use!,GPT-4o-Mini,positive
4061,I will buy this again.,GPT-4o-Mini,positive
4062,Such a useful product!,GPT-4o-Mini,positive
4063,So happy with my purchase.,GPT-4o-Mini,positive
4064,It works like a charm.,GPT-4o-Mini,positive
4065,Exactly what I was looking for.,GPT-4o-Mini,positive
4066,The best product in its category.,GPT-4o-Mini,positive
4067,I tell everyone about this!,GPT-4o-Mini,positive
4068,This is a must-have item.,GPT-4o-Mini,positive
4069,Incredibly well made!,GPT-4o-Mini,positive
4070,I’m impressed with the quality.,GPT-4o-Mini,positive
4071,It does exactly what it promises.,GPT-4o-Mini,positive
4072,Very user-friendly.,GPT-4o-Mini,positive
4073,This product is a lifesaver.,GPT-4o-Mini,positive
4074,I can’t recommend it enough!,GPT-4o-Mini,positive
4075,It has changed my routine for the better.,GPT-4o-Mini,positive
4076,I’m thrilled with the results.,GPT-4o-Mini,positive
4077,This is a fantastic investment.,GPT-4o-Mini,positive
4078,I use it every day.,GPT-4o-Mini,positive
4079,So reliable and effective.,GPT-4o-Mini,positive
4080,It has made my life easier.,GPT-4o-Mini,positive
4081,I’m very pleased with my choice.,GPT-4o-Mini,positive
4082,This product is top-notch.,GPT-4o-Mini,positive
4083,Wonderful design and functionality.,GPT-4o-Mini,positive
4084,I love the features it offers.,GPT-4o-Mini,positive
4085,This product delivers on its promises.,GPT-4o-Mini,positive
4086,I’m really happy with how it works.,GPT-4o-Mini,positive
4087,Great customer service too!,GPT-4o-Mini,positive
4088,I will definitely recommend it.,GPT-4o-Mini,positive
4089,It’s everything I hoped for.,GPT-4o-Mini,positive
4090,This is an excellent product.,GPT-4o-Mini,positive
4091,I can’t believe how good it is.,GPT-4o-Mini,positive
4092,It has exceeded my expectations.,GPT-4o-Mini,positive
4093,Very happy with this purchase!,GPT-4o-Mini,positive
4094,I am a repeat customer.,GPT-4o-Mini,positive
4095,This is exactly what I needed.,GPT-4o-Mini,positive
4096,Such a great addition to my life.,GPT-4o-Mini,positive
4097,I’m always satisfied with this brand.,GPT-4o-Mini,positive
4098,This product works wonders.,GPT-4o-Mini,positive
4099,I enjoy using it every day.,GPT-4o-Mini,positive
4100,It’s very effective and reliable.,GPT-4o-Mini,positive
4101,This is a fantastic find.,GPT-4o-Mini,positive
4102,I’m glad I decided to buy it.,GPT-4o-Mini,positive
4103,This product is a game changer.,GPT-4o-Mini,positive
4104,So convenient and practical.,GPT-4o-Mini,positive
4105,I love the way it looks.,GPT-4o-Mini,positive
4106,It performs beyond expectations.,GPT-4o-Mini,positive
4107,I’ve recommended it to my friends.,GPT-4o-Mini,positive
4108,This product has changed my life.,GPT-4o-Mini,positive
4109,I’m very impressed with the results.,GPT-4o-Mini,positive
4110,This is a high-quality product.,GPT-4o-Mini,positive
4111,Totally worth the investment.,GPT-4o-Mini,positive
4112,I can’t stop raving about this!,GPT-4o-Mini,positive
4113,Wonderful product overall.,GPT-4o-Mini,positive
4114,It’s everything I wanted and more.,GPT-4o-Mini,positive
4115,I’m so satisfied with my purchase.,GPT-4o-Mini,positive
4116,Very effective and easy to use.,GPT-4o-Mini,positive
4117,This product is fantastic!,GPT-4o-Mini,positive
4118,I wish I had found it sooner.,GPT-4o-Mini,positive
4119,Great functionality and design.,GPT-4o-Mini,positive
4120,It’s a reliable choice.,GPT-4o-Mini,positive
4121,I love how easy it is to use.,GPT-4o-Mini,positive
4122,This works better than expected.,GPT-4o-Mini,positive
4123,I’m very happy with how it performs.,GPT-4o-Mini,positive
4124,It’s perfect for my lifestyle.,GPT-4o-Mini,positive
4125,Great for daily use!,GPT-4o-Mini,positive
4126,This product has exceeded my hopes.,GPT-4o-Mini,positive
4127,I’m very grateful for this product.,GPT-4o-Mini,positive
4128,This is a real treasure.,GPT-4o-Mini,positive
4129,I can’t recommend it highly enough.,GPT-4o-Mini,positive
4130,This has made my life so much easier.,GPT-4o-Mini,positive
4131,I’m very satisfied with this brand.,GPT-4o-Mini,positive
4132,This product is a must-have!,GPT-4o-Mini,positive
4133,So easy to integrate into my routine.,GPT-4o-Mini,positive
4134,I’m thrilled with how effective it is.,GPT-4o-Mini,positive
4135,This is a fantastic purchase.,GPT-4o-Mini,positive
4136,I’m a big fan of this product.,GPT-4o-Mini,positive
4137,It has made a significant difference.,GPT-4o-Mini,positive
4138,I love the simplicity of it.,GPT-4o-Mini,positive
4139,This product is worth every penny.,GPT-4o-Mini,positive
4140,So impressed with the quality.,GPT-4o-Mini,positive
4141,It’s a joy to use.,GPT-4o-Mini,positive
4142,This product has been a great help.,GPT-4o-Mini,positive
4143,I find it incredibly useful.,GPT-4o-Mini,positive
4144,It’s exactly what I was hoping for.,GPT-4o-Mini,positive
4145,This is a solid product.,GPT-4o-Mini,positive
4146,I’m so glad I bought this.,GPT-4o-Mini,positive
4147,It’s perfect for what I need.,GPT-4o-Mini,positive
4148,I can’t say enough good things!,GPT-4o-Mini,positive
4149,This product is awesome!,GPT-4o-Mini,positive
4150,I’m very pleased with the performance.,GPT-4o-Mini,positive
4151,It’s a great addition to my collection.,GPT-4o-Mini,positive
4152,This has made my daily tasks easier.,GPT-4o-Mini,positive
4153,I’m very happy with my decision.,GPT-4o-Mini,positive
4154,So functional and stylish.,GPT-4o-Mini,positive
4155,It’s a reliable and effective solution.,GPT-4o-Mini,positive
4156,This product is fantastic value.,GPT-4o-Mini,positive
4157,I enjoy using it every day.,GPT-4o-Mini,positive
4158,This is the best choice I’ve made.,GPT-4o-Mini,positive
4159,I’m thoroughly impressed!,GPT-4o-Mini,positive
4160,This product has made a difference.,GPT-4o-Mini,positive
4161,I’m very satisfied with my experience.,GPT-4o-Mini,positive
4162,It works perfectly every time.,GPT-4o-Mini,positive
4163,I love how versatile it is.,GPT-4o-Mini,positive
4164,This is a great product!,GPT-4o-Mini,positive
4165,I can’t believe how much I love it.,GPT-4o-Mini,positive
4166,So easy to use and effective.,GPT-4o-Mini,positive
4167,This is a wonderful investment.,GPT-4o-Mini,positive
4168,I’m very happy with the quality.,GPT-4o-Mini,positive
4169,It’s a great find for the price.,GPT-4o-Mini,positive
4170,I will continue to use this.,GPT-4o-Mini,positive
4171,This product is truly impressive.,GPT-4o-Mini,positive
4172,So glad I took the plunge.,GPT-4o-Mini,positive
